Weir Name,Stream Name,Year,Obs Date,Obs Day (mm/dd),Weir Count Type,Species,Maturity,Count
Situk Lower,Situk RIver,1999,7/22/1999,22-Jul,Counted live,Sockeye,Adult,1769
Situk Lower,Situk RIver,1999,7/23/1999,23-Jul,Counted live,Sockeye,Adult,2493
Situk Lower,Situk RIver,1999,7/24/1999,24-Jul,Counted live,Sockeye,Adult,214
Situk Lower,Situk RIver,1999,7/25/1999,25-Jul,Counted live,Sockeye,Adult,67
Situk Lower,Situk RIver,1999,7/26/1999,26-Jul,Counted live,Sockeye,Adult,784
Situk Lower,Situk RIver,1999,7/27/1999,27-Jul,Counted live,Sockeye,Adult,1977
Situk Lower,Situk RIver,1999,7/28/1999,28-Jul,Counted live,Sockeye,Adult,1514
Situk Lower,Situk RIver,1999,7/29/1999,29-Jul,Counted live,Sockeye,Adult,544
Situk Lower,Situk RIver,1999,7/30/1999,30-Jul,Counted live,Sockeye,Adult,219
Situk Lower,Situk RIver,1999,7/31/1999,31-Jul,Counted live,Sockeye,Adult,369
Situk Lower,Situk RIver,1999,8/1/1999,1-Aug,Counted live,Sockeye,Adult,569
Situk Lower,Situk RIver,1999,8/2/1999,2-Aug,Counted live,Sockeye,Adult,933
Situk Lower,Situk RIver,1999,8/3/1999,3-Aug,Counted live,Sockeye,Adult,3135
Situk Lower,Situk RIver,1999,8/4/1999,4-Aug,Counted live,Sockeye,Adult,935
Situk Lower,Situk RIver,1999,8/5/1999,5-Aug,Counted live,Sockeye,Adult,459
Situk Lower,Situk RIver,1999,8/6/1999,6-Aug,Counted live,Sockeye,Adult,493
Situk Lower,Situk RIver,2000,5/8/2000,8-May,Zero fish observed,Sockeye,Adult,0
Situk Lower,Situk RIver,2000,5/9/2000,9-May,Zero fish observed,Sockeye,Adult,0
Situk Lower,Situk RIver,2000,5/29/2000,29-May,Counted live,Sockeye,Adult,1
Situk Lower,Situk RIver,2000,5/30/2000,30-May,Counted live,Sockeye,Adult,1
Situk Lower,Situk RIver,2000,6/4/2000,4-Jun,Counted live,Sockeye,Adult,4
Situk Lower,Situk RIver,2000,6/6/2000,6-Jun,Counted live,Sockeye,Adult,5
Situk Lower,Situk RIver,2000,6/7/2000,7-Jun,Counted live,Sockeye,Adult,35
Situk Lower,Situk RIver,2000,6/8/2000,8-Jun,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,2000,6/9/2000,9-Jun,Counted live,Sockeye,Adult,171
Situk Lower,Situk RIver,2000,6/10/2000,10-Jun,Counted live,Sockeye,Adult,547
Situk Lower,Situk RIver,2000,6/14/2000,14-Jun,Counted live,Sockeye,Adult,258
Situk Lower,Situk RIver,2000,6/15/2000,15-Jun,Counted live,Sockeye,Adult,2363
Situk Lower,Situk RIver,2000,6/16/2000,16-Jun,Counted live,Sockeye,Adult,11
Situk Lower,Situk RIver,2000,6/17/2000,17-Jun,Counted live,Sockeye,Adult,1607
Situk Lower,Situk RIver,2000,6/18/2000,18-Jun,Counted live,Sockeye,Adult,2143
Situk Lower,Situk RIver,2000,6/19/2000,19-Jun,Counted live,Sockeye,Adult,82
Situk Lower,Situk RIver,2000,6/20/2000,20-Jun,Counted live,Sockeye,Adult,1222
Situk Lower,Situk RIver,2000,6/21/2000,21-Jun,Counted live,Sockeye,Adult,422
Situk Lower,Situk RIver,2000,6/22/2000,22-Jun,Counted live,Sockeye,Adult,14
Situk Lower,Situk RIver,2000,6/23/2000,23-Jun,Counted live,Sockeye,Adult,267
Situk Lower,Situk RIver,2000,6/24/2000,24-Jun,Counted live,Sockeye,Adult,124
Situk Lower,Situk RIver,2000,6/25/2000,25-Jun,Counted live,Sockeye,Adult,277
Situk Lower,Situk RIver,2000,6/26/2000,26-Jun,Counted live,Sockeye,Adult,674
Situk Lower,Situk RIver,2000,6/27/2000,27-Jun,Counted live,Sockeye,Adult,336
Situk Lower,Situk RIver,2000,6/28/2000,28-Jun,Counted live,Sockeye,Adult,860
Situk Lower,Situk RIver,2000,6/29/2000,29-Jun,Counted live,Sockeye,Adult,398
Situk Lower,Situk RIver,2000,6/30/2000,30-Jun,Counted live,Sockeye,Adult,1101
Situk Lower,Situk RIver,2000,7/1/2000,1-Jul,Counted live,Sockeye,Adult,2379
Situk Lower,Situk RIver,2000,7/2/2000,2-Jul,Counted live,Sockeye,Adult,2260
Situk Lower,Situk RIver,2000,7/3/2000,3-Jul,Counted live,Sockeye,Adult,1936
Situk Lower,Situk RIver,2000,7/4/2000,4-Jul,Counted live,Sockeye,Adult,783
Situk Lower,Situk RIver,2000,7/5/2000,5-Jul,Counted live,Sockeye,Adult,1
Situk Lower,Situk RIver,2000,7/6/2000,6-Jul,Counted live,Sockeye,Adult,456
Situk Lower,Situk RIver,2000,7/7/2000,7-Jul,Counted live,Sockeye,Adult,197
Situk Lower,Situk RIver,2000,7/8/2000,8-Jul,Counted live,Sockeye,Adult,1710
Situk Lower,Situk RIver,2000,7/9/2000,9-Jul,Counted live,Sockeye,Adult,1028
Situk Lower,Situk RIver,2000,7/10/2000,10-Jul,Counted live,Sockeye,Adult,2185
Situk Lower,Situk RIver,2000,7/11/2000,11-Jul,Counted live,Sockeye,Adult,103
Situk Lower,Situk RIver,2000,7/12/2000,12-Jul,Counted live,Sockeye,Adult,754
Situk Lower,Situk RIver,2000,7/13/2000,13-Jul,Counted live,Sockeye,Adult,205
Situk Lower,Situk RIver,2000,7/14/2000,14-Jul,Counted live,Sockeye,Adult,404
Situk Lower,Situk RIver,2000,7/15/2000,15-Jul,Counted live,Sockeye,Adult,403
Situk Lower,Situk RIver,2000,7/16/2000,16-Jul,Counted live,Sockeye,Adult,25
Situk Lower,Situk RIver,2000,7/17/2000,17-Jul,Counted live,Sockeye,Adult,1353
Situk Lower,Situk RIver,2000,7/18/2000,18-Jul,Counted live,Sockeye,Adult,776
Situk Lower,Situk RIver,2000,7/19/2000,19-Jul,Counted live,Sockeye,Adult,260
Situk Lower,Situk RIver,2000,7/20/2000,20-Jul,Counted live,Sockeye,Adult,154
Situk Lower,Situk RIver,2000,7/21/2000,21-Jul,Counted live,Sockeye,Adult,235
Situk Lower,Situk RIver,2000,7/22/2000,22-Jul,Counted live,Sockeye,Adult,1335
Situk Lower,Situk RIver,2000,7/23/2000,23-Jul,Counted live,Sockeye,Adult,374
Situk Lower,Situk RIver,2000,7/24/2000,24-Jul,Counted live,Sockeye,Adult,19
Situk Lower,Situk RIver,2000,7/25/2000,25-Jul,Counted live,Sockeye,Adult,434
Situk Lower,Situk RIver,2000,7/26/2000,26-Jul,Counted live,Sockeye,Adult,1378
Situk Lower,Situk RIver,2000,7/27/2000,27-Jul,Counted live,Sockeye,Adult,1626
Situk Lower,Situk RIver,2000,7/28/2000,28-Jul,Counted live,Sockeye,Adult,1571
Situk Lower,Situk RIver,2000,7/29/2000,29-Jul,Counted live,Sockeye,Adult,583
Situk Lower,Situk RIver,2000,7/30/2000,30-Jul,Counted live,Sockeye,Adult,1031
Situk Lower,Situk RIver,2000,7/31/2000,31-Jul,Counted live,Sockeye,Adult,170
Situk Lower,Situk RIver,2000,8/1/2000,1-Aug,Counted live,Sockeye,Adult,70
Situk Lower,Situk RIver,2000,8/2/2000,2-Aug,Counted live,Sockeye,Adult,465
Situk Lower,Situk RIver,2000,8/3/2000,3-Aug,Counted live,Sockeye,Adult,276
Situk Lower,Situk RIver,2000,8/4/2000,4-Aug,Counted live,Sockeye,Adult,495
Situk Lower,Situk RIver,2000,8/5/2000,5-Aug,Counted live,Sockeye,Adult,376
Situk Lower,Situk RIver,2000,8/6/2000,6-Aug,Counted live,Sockeye,Adult,265
Situk Lower,Situk RIver,2000,8/7/2000,7-Aug,Counted live,Sockeye,Adult,361
Situk Lower,Situk RIver,2000,8/8/2000,8-Aug,Counted live,Sockeye,Adult,193
Situk Lower,Situk RIver,2001,5/25/2001,25-May,Counted live,Sockeye,Adult,3
Situk Lower,Situk RIver,2001,5/26/2001,26-May,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,2001,5/27/2001,27-May,Counted live,Sockeye,Adult,11
Situk Lower,Situk RIver,2001,5/29/2001,29-May,Counted live,Sockeye,Adult,6
Situk Lower,Situk RIver,2001,5/30/2001,30-May,Counted live,Sockeye,Adult,13
Situk Lower,Situk RIver,2001,6/1/2001,1-Jun,Counted live,Sockeye,Adult,172
Situk Lower,Situk RIver,2001,6/2/2001,2-Jun,Counted live,Sockeye,Adult,5
Situk Lower,Situk RIver,2001,6/3/2001,3-Jun,Counted live,Sockeye,Adult,11
Situk Lower,Situk RIver,2001,6/5/2001,5-Jun,Counted live,Sockeye,Adult,98
Situk Lower,Situk RIver,2001,6/6/2001,6-Jun,Counted live,Sockeye,Adult,562
Situk Lower,Situk RIver,2001,6/7/2001,7-Jun,Counted live,Sockeye,Adult,709
Situk Lower,Situk RIver,2001,6/8/2001,8-Jun,Counted live,Sockeye,Adult,1459
Situk Lower,Situk RIver,2001,6/9/2001,9-Jun,Counted live,Sockeye,Adult,496
Situk Lower,Situk RIver,2001,6/10/2001,10-Jun,Counted live,Sockeye,Adult,796
Situk Lower,Situk RIver,2001,6/11/2001,11-Jun,Counted live,Sockeye,Adult,178
Situk Lower,Situk RIver,2001,6/12/2001,12-Jun,Counted live,Sockeye,Adult,3
Situk Lower,Situk RIver,2001,6/14/2001,14-Jun,Counted live,Sockeye,Adult,519
Situk Lower,Situk RIver,2001,6/15/2001,15-Jun,Counted live,Sockeye,Adult,707
Situk Lower,Situk RIver,2001,6/16/2001,16-Jun,Counted live,Sockeye,Adult,351
Situk Lower,Situk RIver,2001,6/17/2001,17-Jun,Counted live,Sockeye,Adult,424
Situk Lower,Situk RIver,2001,6/18/2001,18-Jun,Counted live,Sockeye,Adult,1477
Situk Lower,Situk RIver,2001,6/19/2001,19-Jun,Counted live,Sockeye,Adult,85
Situk Lower,Situk RIver,2001,6/20/2001,20-Jun,Counted live,Sockeye,Adult,309
Situk Lower,Situk RIver,2001,6/21/2001,21-Jun,Counted live,Sockeye,Adult,144
Situk Lower,Situk RIver,2001,6/22/2001,22-Jun,Counted live,Sockeye,Adult,710
Situk Lower,Situk RIver,2001,6/23/2001,23-Jun,Counted live,Sockeye,Adult,962
Situk Lower,Situk RIver,2001,6/24/2001,24-Jun,Counted live,Sockeye,Adult,1938
Situk Lower,Situk RIver,2001,6/25/2001,25-Jun,Counted live,Sockeye,Adult,866
Situk Lower,Situk RIver,2001,6/26/2001,26-Jun,Counted live,Sockeye,Adult,849
Situk Lower,Situk RIver,2001,6/27/2001,27-Jun,Counted live,Sockeye,Adult,1432
Situk Lower,Situk RIver,2001,6/28/2001,28-Jun,Counted live,Sockeye,Adult,181
Situk Lower,Situk RIver,2001,6/29/2001,29-Jun,Counted live,Sockeye,Adult,311
Situk Lower,Situk RIver,2001,6/30/2001,30-Jun,Counted live,Sockeye,Adult,1918
Situk Lower,Situk RIver,2001,7/1/2001,1-Jul,Counted live,Sockeye,Adult,1453
Situk Lower,Situk RIver,2001,7/2/2001,2-Jul,Counted live,Sockeye,Adult,3161
Situk Lower,Situk RIver,2001,7/3/2001,3-Jul,Counted live,Sockeye,Adult,498
Situk Lower,Situk RIver,2001,7/4/2001,4-Jul,Counted live,Sockeye,Adult,47
Situk Lower,Situk RIver,2001,7/5/2001,5-Jul,Counted live,Sockeye,Adult,302
Situk Lower,Situk RIver,2001,7/6/2001,6-Jul,Counted live,Sockeye,Adult,1379
Situk Lower,Situk RIver,2001,7/7/2001,7-Jul,Counted live,Sockeye,Adult,648
Situk Lower,Situk RIver,2001,7/8/2001,8-Jul,Counted live,Sockeye,Adult,1464
Situk Lower,Situk RIver,2001,7/9/2001,9-Jul,Counted live,Sockeye,Adult,807
Situk Lower,Situk RIver,2001,7/10/2001,10-Jul,Counted live,Sockeye,Adult,307
Situk Lower,Situk RIver,2001,7/11/2001,11-Jul,Counted live,Sockeye,Adult,138
Situk Lower,Situk RIver,2001,7/12/2001,12-Jul,Counted live,Sockeye,Adult,44
Situk Lower,Situk RIver,2001,7/13/2001,13-Jul,Counted live,Sockeye,Adult,936
Situk Lower,Situk RIver,2001,7/14/2001,14-Jul,Counted live,Sockeye,Adult,3217
Situk Lower,Situk RIver,2001,7/15/2001,15-Jul,Counted live,Sockeye,Adult,2134
Situk Lower,Situk RIver,2001,7/16/2001,16-Jul,Counted live,Sockeye,Adult,2716
Situk Lower,Situk RIver,2001,7/17/2001,17-Jul,Counted live,Sockeye,Adult,2610
Situk Lower,Situk RIver,2001,7/18/2001,18-Jul,Counted live,Sockeye,Adult,984
Situk Lower,Situk RIver,2001,7/19/2001,19-Jul,Counted live,Sockeye,Adult,2432
Situk Lower,Situk RIver,2001,7/20/2001,20-Jul,Counted live,Sockeye,Adult,2365
Situk Lower,Situk RIver,2001,7/21/2001,21-Jul,Counted live,Sockeye,Adult,1611
Situk Lower,Situk RIver,2001,7/22/2001,22-Jul,Counted live,Sockeye,Adult,2117
Situk Lower,Situk RIver,2001,7/23/2001,23-Jul,Counted live,Sockeye,Adult,603
Situk Lower,Situk RIver,2001,7/24/2001,24-Jul,Counted live,Sockeye,Adult,331
Situk Lower,Situk RIver,2001,7/25/2001,25-Jul,Counted live,Sockeye,Adult,1410
Situk Lower,Situk RIver,2001,7/26/2001,26-Jul,Counted live,Sockeye,Adult,1530
Situk Lower,Situk RIver,2001,7/27/2001,27-Jul,Counted live,Sockeye,Adult,1453
Situk Lower,Situk RIver,2001,7/28/2001,28-Jul,Counted live,Sockeye,Adult,555
Situk Lower,Situk RIver,2001,7/29/2001,29-Jul,Counted live,Sockeye,Adult,723
Situk Lower,Situk RIver,2001,7/30/2001,30-Jul,Counted live,Sockeye,Adult,1317
Situk Lower,Situk RIver,2001,7/31/2001,31-Jul,Counted live,Sockeye,Adult,337
Situk Lower,Situk RIver,2001,8/1/2001,1-Aug,Counted live,Sockeye,Adult,454
Situk Lower,Situk RIver,2001,8/2/2001,2-Aug,Counted live,Sockeye,Adult,363
Situk Lower,Situk RIver,2001,8/3/2001,3-Aug,Counted live,Sockeye,Adult,855
Situk Lower,Situk RIver,2001,8/4/2001,4-Aug,Counted live,Sockeye,Adult,507
Situk Lower,Situk RIver,2001,8/5/2001,5-Aug,Counted live,Sockeye,Adult,615
Situk Lower,Situk RIver,2001,8/6/2001,6-Aug,Counted live,Sockeye,Adult,117
Situk Lower,Situk RIver,2001,8/7/2001,7-Aug,Counted live,Sockeye,Adult,27
Situk Lower,Situk RIver,2001,8/8/2001,8-Aug,Counted live,Sockeye,Adult,60
Situk Lower,Situk RIver,2002,5/10/2002,10-May,Zero fish observed,Sockeye,Adult,0
Situk Lower,Situk RIver,2002,5/21/2002,21-May,Downstream migration,Sockeye,Adult,1
Situk Lower,Situk RIver,2002,5/27/2002,27-May,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,2002,5/28/2002,28-May,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,2002,5/30/2002,30-May,Counted live,Sockeye,Adult,5
Situk Lower,Situk RIver,2002,5/31/2002,31-May,Counted live,Sockeye,Adult,19
Situk Lower,Situk RIver,2002,6/1/2002,1-Jun,Counted live,Sockeye,Adult,28
Situk Lower,Situk RIver,2002,6/2/2002,2-Jun,Counted live,Sockeye,Adult,57
Situk Lower,Situk RIver,2002,6/4/2002,4-Jun,Counted live,Sockeye,Adult,110
Situk Lower,Situk RIver,2002,6/5/2002,5-Jun,Counted live,Sockeye,Adult,126
Situk Lower,Situk RIver,2002,6/7/2002,7-Jun,Counted live,Sockeye,Adult,274
Situk Lower,Situk RIver,2002,6/8/2002,8-Jun,Counted live,Sockeye,Adult,5
Situk Lower,Situk RIver,2002,6/9/2002,9-Jun,Counted live,Sockeye,Adult,541
Situk Lower,Situk RIver,2002,6/10/2002,10-Jun,Counted live,Sockeye,Adult,783
Situk Lower,Situk RIver,2002,6/11/2002,11-Jun,Counted live,Sockeye,Adult,42
Situk Lower,Situk RIver,2002,6/12/2002,12-Jun,Counted live,Sockeye,Adult,288
Situk Lower,Situk RIver,2002,6/14/2002,14-Jun,Counted live,Sockeye,Adult,223
Situk Lower,Situk RIver,2002,6/15/2002,15-Jun,Counted live,Sockeye,Adult,1465
Situk Lower,Situk RIver,2002,6/16/2002,16-Jun,Counted live,Sockeye,Adult,1457
Situk Lower,Situk RIver,2002,6/17/2002,17-Jun,Counted live,Sockeye,Adult,110
Situk Lower,Situk RIver,2002,6/18/2002,18-Jun,Counted live,Sockeye,Adult,618
Situk Lower,Situk RIver,2002,6/19/2002,19-Jun,Counted live,Sockeye,Adult,94
Situk Lower,Situk RIver,2002,6/20/2002,20-Jun,Counted live,Sockeye,Adult,1885
Situk Lower,Situk RIver,2002,6/21/2002,21-Jun,Counted live,Sockeye,Adult,1230
Situk Lower,Situk RIver,2002,6/22/2002,22-Jun,Counted live,Sockeye,Adult,2523
Situk Lower,Situk RIver,2002,6/23/2002,23-Jun,Counted live,Sockeye,Adult,1233
Situk Lower,Situk RIver,2002,6/24/2002,24-Jun,Counted live,Sockeye,Adult,1857
Situk Lower,Situk RIver,2002,6/25/2002,25-Jun,Counted live,Sockeye,Adult,1246
Situk Lower,Situk RIver,2002,6/26/2002,26-Jun,Counted live,Sockeye,Adult,73
Situk Lower,Situk RIver,2002,6/27/2002,27-Jun,Counted live,Sockeye,Adult,992
Situk Lower,Situk RIver,2002,6/28/2002,28-Jun,Counted live,Sockeye,Adult,2763
Situk Lower,Situk RIver,2002,6/29/2002,29-Jun,Counted live,Sockeye,Adult,475
Situk Lower,Situk RIver,2002,6/30/2002,30-Jun,Counted live,Sockeye,Adult,2405
Situk Lower,Situk RIver,2002,7/1/2002,1-Jul,Counted live,Sockeye,Adult,1208
Situk Lower,Situk RIver,2002,7/2/2002,2-Jul,Counted live,Sockeye,Adult,722
Situk Lower,Situk RIver,2002,7/3/2002,3-Jul,Counted live,Sockeye,Adult,1322
Situk Lower,Situk RIver,2002,7/4/2002,4-Jul,Counted live,Sockeye,Adult,357
Situk Lower,Situk RIver,2002,7/5/2002,5-Jul,Counted live,Sockeye,Adult,868
Situk Lower,Situk RIver,2002,7/6/2002,6-Jul,Counted live,Sockeye,Adult,1877
Situk Lower,Situk RIver,2002,7/7/2002,7-Jul,Counted live,Sockeye,Adult,7643
Situk Lower,Situk RIver,2002,7/8/2002,8-Jul,Counted live,Sockeye,Adult,2757
Situk Lower,Situk RIver,2002,7/9/2002,9-Jul,Counted live,Sockeye,Adult,1583
Situk Lower,Situk RIver,2002,7/10/2002,10-Jul,Counted live,Sockeye,Adult,58
Situk Lower,Situk RIver,2002,7/11/2002,11-Jul,Counted live,Sockeye,Adult,2747
Situk Lower,Situk RIver,2002,7/12/2002,12-Jul,Counted live,Sockeye,Adult,723
Situk Lower,Situk RIver,2002,7/13/2002,13-Jul,Counted live,Sockeye,Adult,5533
Situk Lower,Situk RIver,2002,7/14/2002,14-Jul,Counted live,Sockeye,Adult,2378
Situk Lower,Situk RIver,2002,7/15/2002,15-Jul,Counted live,Sockeye,Adult,528
Situk Lower,Situk RIver,2002,7/16/2002,16-Jul,Counted live,Sockeye,Adult,5315
Situk Lower,Situk RIver,2002,7/17/2002,17-Jul,Counted live,Sockeye,Adult,112
Situk Lower,Situk RIver,2002,7/18/2002,18-Jul,Counted live,Sockeye,Adult,2524
Situk Lower,Situk RIver,2002,7/19/2002,19-Jul,Zero fish observed,Sockeye,Adult,0
Situk Lower,Situk RIver,2002,7/20/2002,20-Jul,Counted live,Sockeye,Adult,609
Situk Lower,Situk RIver,2002,7/21/2002,21-Jul,Counted live,Sockeye,Adult,172
Situk Lower,Situk RIver,2002,7/22/2002,22-Jul,Counted live,Sockeye,Adult,19
Situk Lower,Situk RIver,2002,7/23/2002,23-Jul,Counted live,Sockeye,Adult,821
Situk Lower,Situk RIver,2002,7/24/2002,24-Jul,Counted live,Sockeye,Adult,503
Situk Lower,Situk RIver,2002,7/25/2002,25-Jul,Counted live,Sockeye,Adult,15
Situk Lower,Situk RIver,2002,7/26/2002,26-Jul,Counted live,Sockeye,Adult,203
Situk Lower,Situk RIver,2002,7/27/2002,27-Jul,Counted live,Sockeye,Adult,97
Situk Lower,Situk RIver,2002,7/28/2002,28-Jul,Counted live,Sockeye,Adult,69
Situk Lower,Situk RIver,2002,7/29/2002,29-Jul,Counted live,Sockeye,Adult,236
Situk Lower,Situk RIver,2002,7/30/2002,30-Jul,Counted live,Sockeye,Adult,1108
Situk Lower,Situk RIver,2002,7/31/2002,31-Jul,Counted live,Sockeye,Adult,215
Situk Lower,Situk RIver,2002,8/1/2002,1-Aug,Counted live,Sockeye,Adult,517
Situk Lower,Situk RIver,2002,8/2/2002,2-Aug,Counted live,Sockeye,Adult,351
Situk Lower,Situk RIver,2002,8/3/2002,3-Aug,Counted live,Sockeye,Adult,798
Situk Lower,Situk RIver,2002,8/4/2002,4-Aug,Counted live,Sockeye,Adult,868
Situk Lower,Situk RIver,2002,8/5/2002,5-Aug,Counted live,Sockeye,Adult,828
Situk Lower,Situk RIver,2002,8/6/2002,6-Aug,Counted live,Sockeye,Adult,127
Situk Lower,Situk RIver,2002,8/7/2002,7-Aug,Counted live,Sockeye,Adult,31
Situk Lower,Situk RIver,2002,8/8/2002,8-Aug,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,2003,5/27/2003,27-May,Counted live,Sockeye,Adult,3
Situk Lower,Situk RIver,2003,5/28/2003,28-May,Counted live,Sockeye,Adult,9
Situk Lower,Situk RIver,2003,5/30/2003,30-May,Counted live,Sockeye,Adult,15
Situk Lower,Situk RIver,2003,5/31/2003,31-May,Counted live,Sockeye,Adult,8
Situk Lower,Situk RIver,2003,6/1/2003,1-Jun,Counted live,Sockeye,Adult,1
Situk Lower,Situk RIver,2003,6/2/2003,2-Jun,Counted live,Sockeye,Adult,300
Situk Lower,Situk RIver,2003,6/3/2003,3-Jun,Counted live,Sockeye,Adult,183
Situk Lower,Situk RIver,2003,6/4/2003,4-Jun,Counted live,Sockeye,Adult,355
Situk Lower,Situk RIver,2003,6/5/2003,5-Jun,Counted live,Sockeye,Adult,7
Situk Lower,Situk RIver,2003,6/6/2003,6-Jun,Counted live,Sockeye,Adult,1146
Situk Lower,Situk RIver,2003,6/7/2003,7-Jun,Counted live,Sockeye,Adult,70
Situk Lower,Situk RIver,2003,6/8/2003,8-Jun,Counted live,Sockeye,Adult,174
Situk Lower,Situk RIver,2003,6/9/2003,9-Jun,Counted live,Sockeye,Adult,960
Situk Lower,Situk RIver,2003,6/10/2003,10-Jun,Counted live,Sockeye,Adult,414
Situk Lower,Situk RIver,2003,6/11/2003,11-Jun,Counted live,Sockeye,Adult,453
Situk Lower,Situk RIver,2003,6/12/2003,12-Jun,Counted live,Sockeye,Adult,65
Situk Lower,Situk RIver,2003,6/13/2003,13-Jun,Counted live,Sockeye,Adult,104
Situk Lower,Situk RIver,2003,6/14/2003,14-Jun,Counted live,Sockeye,Adult,2098
Situk Lower,Situk RIver,2003,6/15/2003,15-Jun,Counted live,Sockeye,Adult,1092
Situk Lower,Situk RIver,2003,6/16/2003,16-Jun,Counted live,Sockeye,Adult,128
Situk Lower,Situk RIver,2003,6/17/2003,17-Jun,Counted live,Sockeye,Adult,322
Situk Lower,Situk RIver,2003,6/18/2003,18-Jun,Counted live,Sockeye,Adult,1262
Situk Lower,Situk RIver,2003,6/19/2003,19-Jun,Counted live,Sockeye,Adult,500
Situk Lower,Situk RIver,2003,6/20/2003,20-Jun,Counted live,Sockeye,Adult,274
Situk Lower,Situk RIver,2003,6/21/2003,21-Jun,Counted live,Sockeye,Adult,486
Situk Lower,Situk RIver,2003,6/22/2003,22-Jun,Counted live,Sockeye,Adult,1366
Situk Lower,Situk RIver,2003,6/23/2003,23-Jun,Counted live,Sockeye,Adult,317
Situk Lower,Situk RIver,2003,6/24/2003,24-Jun,Counted live,Sockeye,Adult,1540
Situk Lower,Situk RIver,2003,6/25/2003,25-Jun,Counted live,Sockeye,Adult,672
Situk Lower,Situk RIver,2003,6/26/2003,26-Jun,Counted live,Sockeye,Adult,1216
Situk Lower,Situk RIver,2003,6/27/2003,27-Jun,Counted live,Sockeye,Adult,1539
Situk Lower,Situk RIver,2003,6/28/2003,28-Jun,Counted live,Sockeye,Adult,1211
Situk Lower,Situk RIver,2003,6/29/2003,29-Jun,Counted live,Sockeye,Adult,4090
Situk Lower,Situk RIver,2003,6/30/2003,30-Jun,Counted live,Sockeye,Adult,3672
